🕘️更新时间,#genre#
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc
湖北垄上,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072463c333/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNL%2Be1h4FfA5QqwJ7IPOz3p2qIS7djSxm17Htd%2FckZkm%2FVqsKHEJFJt26ju9iibzMEo
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd

☘️广西频道,#genre#

☘️天津频道,#genre#
天津卫视,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226459/index.m3u8
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226459/index.m3u8

☘️四川频道,#genre#
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
剑阁综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
朝天综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
石棉综合,rtmp://tv.yunxya.com:1937/channellive/shimian
荥经综合,https://m3u8channel-yj.yunxya.com/nmip-media/channellive/channel101140/playlist.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
长宁综合,http://cnpull.sccnfb.com:80/live/123456.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
青川综合,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8

☘️陕西频道,#genre#

☘️福建频道,#genre#
厦门卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.2.11:8060

☘️海南频道,#genre#
海南新闻,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
海南公共,http://nn.7x9d.cn/地方台8563/海南.php?id=ggpd

☘️河南频道,#genre#
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南民生,http://www.lwfz.fun:8800/rtp/239.16.20.165:11650

☘️河北频道,#genre#
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北农民,http://1.94.31.214/php/hebei.php?id=nmpd
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8

☘️贵州频道,#genre#

☘️甘肃频道,#genre#
甘肃经济,https://hls.gstv.com.cn/49048r/10iv1j.m3u8
甘肃都市,https://hls.gstv.com.cn/49048r/l54391.m3u8
甘肃少儿,https://hls.gstv.com.cn/49048r/922k96.m3u8
金昌综合,http://stream4.liveyun.hoge.cn/ch02/playlist.m3u8

☘️新疆频道,#genre#

☘️山东频道,#genre#
山东教育,http://iptv.huuc.edu.cn/hls/sdetv.m3u8
日照公共,http://live.rzw.com.cn/kzpd/playlist.m3u8
日照科教,http://live.rzw.com.cn/ggpd/playlist.m3u8

☘️山西频道,#genre#

☘️安徽频道,#genre#

☘️宁夏频道,#genre#
银川生活,http://www.ycen.com.cn/ycxw/playlist.m3u8
银川公共,http://www.ycen.com.cn/ycgg/playlist.m3u8
银川文体,http://www.ycen.com.cn/ycwt/playlist.m3u8

☘️吉林频道,#genre#
靖宇综合,http://stream8.jlntv.cn/jytv/playlist.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/playlist.m3u8
东丰综合,http://stream5.jlntv.cn/df/playlist.m3u8
柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8

☘️内蒙古频道,#genre#

☘️云南频道,#genre#

☘️青海频道,#genre#

☘️黑龙江频道,#genre#
黑龙江文体,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226239/index.m3u8
黑龙江文体,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226239/index.m3u8
黑龙江新闻法治,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226330/index.m3u8
黑龙江新闻法治,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江新闻法治,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226330/index.m3u8
黑龙江影视,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226298/index.m3u8
黑龙江影视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226298/index.m3u8
黑龙江都市,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226301/index.m3u8
黑龙江都市,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226301/index.m3u8
黑龙江少儿,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226304/index.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226304/index.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨影视,http://stream.hrbtv.net/yspd/playlist.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨资讯,http://stream.hrbtv.net/zxpd/playlist.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨生活,http://stream.hrbtv.net/shpd/playlist.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/playlist.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
佳木斯新闻综合,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226451/index.m3u8
佳木斯新闻综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226451/index.m3u8
七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8

🌊港·澳·台,#genre#
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/GeWKr
翡翠台,http://api.kkitv.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,http://cdn6.163189.xyz/163189/fct4k
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://r.jdshipin.com/jUx8K
明珠台,http://api.kkitv.itv888.vip:8080/streams/qi0oiujn7hh/index.m3u8
明珠台,http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://api.kkitv.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://api.kkitv.itv888.vip:8080/streams/mty4v56ud39/index.m3u8
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰卫视,http://api.kkitv.itv888.vip:8080/streams/vny1wblsnch/index.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
J2,http://api.kkitv.itv888.vip:8080/streams/48uxa7dlbga/index.m3u8
东森超视,rtmp://f13h.mine.nu/sat/tv331

🎬电影频道,#genre#
淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND
淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
NewTV惊悚悬疑,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=YanG-1989
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV-5+,http:///ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
辽宁体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
天元围棋,http://wouu.net:9977/udp/239.93.42.55:5140
快乐垂钓,http://drive.mxmy.net:8888/udp/239.3.1.164:8001
